"Sie haben folgende Auswahl für die Qualitätsdaten-Abfrage getroffen"
"Messstellentyp: Isotopen"

"Messstellen"
"Anzahl Messstellen: 24"
"Messstellen: IN70000007 Sillian, IN70000008 St. Jakob / Defreggen, IN70000053 Hochfilzen, IN70000056 Kufstein, IN70000057 Pertisau, "
"IN70000058 Achenkirch, IN70000059 Steinberg / Rofan, IN70000060 Hinterriß, IN70000061 Scharnitz, IN70000062 Seefeld / Tirol, "
"IN70000063 Gries / Brenner, IN70000064 Patscherkofel, IN70000065 Innsbruck (Universität), IN70000066 St.Martin / Gnadenwald, "
"IN70000067 Gerlos, IN70000068 Obergurgl, IN70000069 Längenfeld, IN70000070 Haiming, IN70000071 Fernpaß, IN70000072 Reutte, "
"IN70000074 Nauders, IN70000075 St.Anton / Arlberg, IN70000088 Nassereith, IN70000089 Innsbruck / Flughafen"
"Übergebene Messstellen, die in der Detailansicht nicht angezeigt werden sind im untersuchten Zeitraum nicht beprobt worden!"

"Parameter"
"Parameter: I100 Lfd. Nummer, I101 Probenahme-Beginn TT-MM-JJJJ, I102 Probenahme-(Ende) TT-MM-JJJJ, I103 Flaschengewicht g, "
"I104 Niederschlag - Monatssumme (mm), I105 Laborcode - Niederschlag I104, I106 Niederschlag - Art, I107 Lufttemperatur - Monatsmittel (°C), "
"I108 Laborcode - Lufttemperatur I107, I109 potentielle Verdunstung - Monatssumme (mm), I110 Laborcode - pot. Verdunstung I110, "
"I111 Pegelstand cm, I112 Durchfluss m³/s, I114 Delta 18O (? VSMOW), I115 Messgenauigkeit Delta 18O (?), I116 Laborcode - 18O I114, "
"I117 Delta  2H (? VSMOW), I118 Messgenauigkeit Delta 2H (?), I119 Laborcode - Deuterium I117, I120 Tritium - 3H (TE), "
"I121 Messgenauigkeit Tritium 3H, I122 Laborcode - Tritium I120, I123 freies Luftvolumen (ml) bis 2003"

"Zeitraum der Abfrage"
"Januar 1990 bis Dezember 2024"
"Probenzuordnung: GZÜV, Land"

"Definition der Ausgabe"
"Parameter werden in Spalten angezeigt."
"Leere Ergebniszeilen werden gelöscht."
"Zu Messobjekten anzeigen: GZÜV-ID, Name, Gemeinde, Höhe Messpunkt"
"Zu Parametern anzeigen: Parameter Nummer, Vollständige Bezeichnung"
"Format von Dezimalzahlen: Dezimalpunkt (.)"

"Abfrage durchgeführt durch Öffentlicher Benutzer am Mittwoch, 3. Juli 2024 um 13:37"

------------------------------------------------------------------------------------------------------------------------------------------------------

GZÜV-ID;Name;Gemeindename;Höhe Messpunkt;Monat;I100;I101;I102;I103;I104;I105;I106;I107;I108;I109;I110;I111;I112;I114;I115;I116;I117;I118;I119;I120;I121;I122;I123;
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Okt 2007";"";"01.10.2007";"31.10.2007";"1076";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Nov 2007";"";"01.11.2007";"30.11.2007";"1074";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Dez 2007";"";"01.12.2007";"31.12.2007";"1056";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Jan 2008";"";"01.01.2008";"31.01.2008";"1060";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Feb 2008";"";"01.02.2008";"29.02.2008";"1074";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Mär 2008";"";"01.03.2008";"31.03.2008";"1076";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Apr 2008";"";"01.04.2008";"30.04.2008";"1086";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Mai 2008";"";"01.05.2008";"31.05.2008";"1078";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Jun 2008";"";"01.06.2008";"30.06.2008";"1074";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Jul 2008";"";"01.07.2008";"31.07.2008";"1081";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Aug 2008";"";"01.08.2008";"31.08.2008";"972";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Jan 2010 (1)";"";"01.12.2010";"31.01.2010";"1049";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Feb 2010";"";"01.12.2010";"28.02.2010";"1068";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Mär 2010";"";"01.12.2010";"31.03.2010";"1055";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Apr 2010";"";"01.12.2010";"30.04.2010";"1067";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Mai 2010";"";"01.12.2010";"31.05.2010";"1092";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Jun 2010";"";"01.12.2010";"30.06.2010";"1076";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Jul 2010";"";"01.12.2010";"31.07.2010";"1088";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Aug 2010";"";"01.12.2010";"31.08.2010";"1068";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Sep 2010";"";"01.12.2010";"30.09.2010";"1070";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Okt 2010";"";"01.12.2010";"31.10.2010";"1068";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Nov 2010";"";"01.12.2010";"30.11.2010";"1071";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Dez 2010";"";"01.12.2010";"31.12.2010";"1041";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Jan 2011";"";"01.01.2011";"31.01.2011";"1071";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Feb 2011 (1)";"";"01.02.2011";"28.02.2011";"844";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Mär 2011";"";"01.03.2011";"31.03.2011";"1077";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Apr 2011 (1)";"";"01.04.2011";"30.04.2011";"1064";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Mai 2011 (1)";"";"01.05.2011";"31.05.2011";"1093";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Jun 2011";"";"01.06.2011";"30.06.2011";"1078";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Jul 2011";"";"01.07.2011";"31.07.2011";"1078";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Aug 2011 (1)";"";"01.08.2011";"31.08.2011";"1085";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Sep 2011";"";"01.09.2011";"30.09.2011";"1086";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Okt 2011";"";"01.10.2011";"31.10.2011";"1082";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Nov 2011 (1)";"";"01.11.2011";"30.11.2011";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Dez 2011";"";"01.12.2011";"31.12.2011";"1091";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Jan 2014";"70000053";"01.01.2014";"31.01.2014";"";"65";"ZAMG";"";"";"";"";"";"";"";"-17.6";"0.1";"ARC_2007-2009";"-132";"1";"ARC_2007-2009";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Feb 2014";"70000053";"01.02.2014";"28.02.2014";"";"49";"ZAMG";"";"";"";"";"";"";"";"-16.24";"0.1";"ARC_2007-2009";"-122.9";"1";"ARC_2007-2009";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Apr 2014";"70000053";"01.04.2014";"30.04.2014";"";"122";"ZAMG";"";"";"";"";"";"";"";"-10.69";"0.1";"ARC_2007-2009";"-75.6";"1";"ARC_2007-2009";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Mai 2014";"70000053";"01.05.2014";"31.05.2014";"";"245";"ZAMG";"";"";"";"";"";"";"";"-10.13";"0.1";"ARC_2007-2009";"-72.4";"1";"ARC_2007-2009";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Jun 2014";"70000053";"01.06.2014";"30.06.2014";"";"96";"ZAMG";"";"";"";"";"";"";"";"-9.29";"0.1";"ARC_2007-2009";"-64.3";"1";"ARC_2007-2009";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Jul 2014";"70000053";"01.07.2014";"31.07.2014";"";"240";"ZAMG";"";"";"";"";"";"";"";"-8.79";"0.1";"ARC_2007-2009";"-59.5";"1";"ARC_2007-2009";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Aug 2014";"70000053";"01.08.2014";"31.08.2014";"";"260";"ZAMG";"";"";"";"";"";"";"";"-8.04";"0.1";"ARC_2007-2009";"-53.9";"1";"ARC_2007-2009";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Sep 2014";"70000053";"01.09.2014";"30.09.2014";"";"160";"ZAMG";"";"";"";"";"";"";"";"-9.15";"0.1";"ARC_2007-2009";"-63";"1";"ARC_2007-2009";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Okt 2014";"70000053";"01.10.2014";"31.10.2014";"";"153";"ZAMG";"";"";"";"";"";"";"";"-9.98";"0.1";"ARC_2007-2009";"-67.7";"1";"ARC_2007-2009";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Nov 2014";"70000053";"01.11.2014";"30.11.2014";"";"22";"ZAMG";"";"";"";"";"";"";"";"-18.9";"0.1";"ARC_2007-2009";"-139.2";"1";"ARC_2007-2009";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Dez 2014";"70000053";"01.12.2014";"31.12.2014";"";"79";"ZAMG";"";"";"";"";"";"";"";"-15.72";"0.1";"ARC_2007-2009";"-114.3";"1";"ARC_2007-2009";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Jan 2015";"";"";"31.01.2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Feb 2015";"";"";"28.02.2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Mär 2015";"";"";"31.03.2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Apr 2015";"";"";"30.04.2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Mai 2015";"";"";"31.05.2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Jun 2015";"";"";"30.06.2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Jul 2015";"";"";"31.07.2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Aug 2015";"";"";"31.08.2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Sep 2015";"";"";"30.09.2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Okt 2015";"";"";"31.10.2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Nov 2015 (1)";"";"";"30.11.2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000053";"Hochfilzen";"Hochfilzen";"1000";"Dez 2015";"";"";"31.12.2015";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"IN70000056";"Kufstein";"Kufstein";"491";"Jan 1990";"";"01.01.1990";"31.01.1990";"";"13";"ZAMG";"Regen";"-2.6";"ZAMG";"";"";"";"";"-13.47";"";"GSF-München";"-104.8";"";"GSF-München";"13";"0.8";"Seibersdorf Research-Arsenal";"400";
"IN70000056";"Kufstein";"Kufstein";"491";"Feb 1990";"";"01.02.1990";"28.02.1990";"";"187";"ZAMG";"Regen";"3.8";"ZAMG";"";"";"";"";"-14.06";"";"GSF-München";"-107.6";"";"GSF-München";"15.1";"0.9";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Mär 1990";"";"01.03.1990";"31.03.1990";"";"30";"ZAMG";"Regen";"6.7";"ZAMG";"";"";"";"";"-8.62";"";"GSF-München";"-58.7";"";"GSF-München";"26";"1.3";"Seibersdorf Research-Arsenal";"0";
"IN70000056";"Kufstein";"Kufstein";"491";"Apr 1990";"";"01.04.1990";"30.04.1990";"";"101";"ZAMG";"Regen";"7";"ZAMG";"";"";"";"";"-10.87";"";"GSF-München";"-82.8";"";"GSF-München";"29.6";"1.4";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Mai 1990";"";"01.05.1990";"31.05.1990";"";"73";"ZAMG";"Regen";"14.1";"ZAMG";"";"";"";"";"-7.2";"";"GSF-München";"-48.7";"";"GSF-München";"31";"1.5";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Jun 1990";"";"01.06.1990";"30.06.1990";"";"179";"ZAMG";"Regen";"15.3";"ZAMG";"";"";"";"";"-8.46";"";"GSF-München";"-61.1";"";"GSF-München";"20.6";"1";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Jul 1990";"";"01.07.1990";"31.07.1990";"";"172";"ZAMG";"Regen";"17.2";"ZAMG";"";"";"";"";"-8.08";"";"GSF-München";"-56.4";"";"GSF-München";"19.4";"1";"Seibersdorf Research-Arsenal";"10";
"IN70000056";"Kufstein";"Kufstein";"491";"Aug 1990";"";"01.08.1990";"31.08.1990";"";"82";"ZAMG";"Regen";"18";"ZAMG";"";"";"";"";"-5.7";"";"GSF-München";"-37.2";"";"GSF-München";"21.8";"1.1";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Sep 1990";"";"01.09.1990";"30.09.1990";"";"112";"ZAMG";"Regen";"12.3";"ZAMG";"";"";"";"";"-9.49";"";"GSF-München";"-72.1";"";"GSF-München";"17.6";"1";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Okt 1990";"";"01.10.1990";"31.10.1990";"";"106";"ZAMG";"Regen";"10.2";"ZAMG";"";"";"";"";"-11.27";"";"GSF-München";"-80.5";"";"GSF-München";"11";"0.7";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Nov 1990";"";"01.11.1990";"30.11.1990";"";"83";"ZAMG";"Regen";"3.3";"ZAMG";"";"";"";"";"-15.46";"";"GSF-München";"-112.4";"";"GSF-München";"12.6";"0.7";"Seibersdorf Research-Arsenal";"15";
"IN70000056";"Kufstein";"Kufstein";"491";"Dez 1990";"";"01.12.1990";"31.12.1990";"";"47";"ZAMG";"Regen";"-2.6";"ZAMG";"";"";"";"";"-15.29";"";"GSF-München";"-108.6";"";"GSF-München";"14.2";"0.8";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Jan 1991";"";"01.01.1991";"31.01.1991";"";"29";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-12.1";"";"GSF-München";"-87.8";"";"GSF-München";"11.1";"0.6";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Feb 1991";"";"01.02.1991";"28.02.1991";"";"18";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-17.45";"";"GSF-München";"-128";"";"GSF-München";"17.7";"1";"Seibersdorf Research-Arsenal";"200";
"IN70000056";"Kufstein";"Kufstein";"491";"Mär 1991";"";"01.03.1991";"31.03.1991";"";"65";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-10.69";"";"GSF-München";"-75";"";"GSF-München";"17";"0.8";"Seibersdorf Research-Arsenal";"40";
"IN70000056";"Kufstein";"Kufstein";"491";"Apr 1991";"";"01.04.1991";"30.04.1991";"";"38";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-10.3";"";"GSF-München";"-72.6";"";"GSF-München";"18.3";"1";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Mai 1991";"";"01.05.1991";"31.05.1991";"";"181";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-11.18";"";"GSF-München";"-78.5";"";"GSF-München";"15.6";"0.8";"Seibersdorf Research-Arsenal";"10";
"IN70000056";"Kufstein";"Kufstein";"491";"Jun 1991";"";"01.06.1991";"30.06.1991";"";"170";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-8.15";"";"GSF-München";"-53.9";"";"GSF-München";"18.9";"0.9";"Seibersdorf Research-Arsenal";"10";
"IN70000056";"Kufstein";"Kufstein";"491";"Jul 1991";"";"01.07.1991";"31.07.1991";"";"207";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-8.29";"";"GSF-München";"-55.8";"";"GSF-München";"23";"1.1";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Aug 1991";"";"01.08.1991";"31.08.1991";"";"161";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-6.46";"";"GSF-München";"-41.1";"";"GSF-München";"24.3";"1.2";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Sep 1991";"";"01.09.1991";"30.09.1991";"";"65";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-10.04";"";"GSF-München";"-67.4";"";"GSF-München";"14.1";"0.8";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Okt 1991";"";"01.10.1991";"31.10.1991";"";"27";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-8.38";"";"GSF-München";"-54.7";"";"GSF-München";"11.6";"0.6";"Seibersdorf Research-Arsenal";"15";
"IN70000056";"Kufstein";"Kufstein";"491";"Nov 1991";"";"01.11.1991";"30.11.1991";"";"86";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-18.23";"";"GSF-München";"-134.5";"";"GSF-München";"7.46";"0.5";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Dez 1991";"";"01.12.1991";"31.12.1991";"";"174";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-11.83";"";"GSF-München";"-88.4";"";"GSF-München";"9.49";"0.7";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Jan 1992";"";"01.01.1992";"31.01.1992";"";"7";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-13.91";"";"GSF-München";"-107";"";"Seibersdorf Research - Arsenal";"13.8";"0.9";"Seibersdorf Research-Arsenal";"700";
"IN70000056";"Kufstein";"Kufstein";"491";"Feb 1992";"";"01.02.1992";"29.02.1992";"";"98";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-15.9";"";"GSF-München";"-118.1";"";"GSF-München";"12";"0.7";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Mär 1992";"";"01.03.1992";"31.03.1992";"";"186";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-13.73";"";"GSF-München";"-101.9";"";"GSF-München";"13.8";"0.8";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Apr 1992";"";"01.04.1992";"30.04.1992";"";"113";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-10.88";"";"GSF-München";"-82.6";"";"GSF-München";"17.5";"0.9";"Seibersdorf Research-Arsenal";"40";
"IN70000056";"Kufstein";"Kufstein";"491";"Mai 1992";"";"01.05.1992";"31.05.1992";"";"13";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-5.08";"";"GSF-München";"";"";"";"";"";"";"950";
"IN70000056";"Kufstein";"Kufstein";"491";"Jun 1992";"";"01.06.1992";"30.06.1992";"";"152";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-9.845";"";"GSF-München";"-67.5";"";"GSF-München";"19.1";"1.1";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Jul 1992";"";"01.07.1992";"31.07.1992";"";"146";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-9.67";"";"GSF-München";"-73.6";"";"GSF-München";"22.8";"1.2";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Aug 1992";"";"01.08.1992";"31.08.1992";"";"152";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-6.61";"";"GSF-München";"-44.9";"";"GSF-München";"17.3";"0.9";"Seibersdorf Research-Arsenal";"10";
"IN70000056";"Kufstein";"Kufstein";"491";"Sep 1992";"";"01.09.1992";"30.09.1992";"";"97";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-6.29";"";"GSF-München";"-43.05";"";"GSF-München";"15.3";"0.9";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Okt 1992";"";"01.10.1992";"31.10.1992";"";"100";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-15.22";"";"GSF-München";"-114.9";"";"GSF-München";"12.1";"0.8";"Seibersdorf Research-Arsenal";"10";
"IN70000056";"Kufstein";"Kufstein";"491";"Nov 1992";"";"01.11.1992";"30.11.1992";"";"164";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-13.47";"";"GSF-München";"-101.6";"";"GSF-München";"10.1";"0.7";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Dez 1992";"";"01.12.1992";"31.12.1992";"";"71";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-17.465";"";"GSF-München";"-128.4";"";"Seibersdorf Research - Arsenal";"9.45";"0.6";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Jan 1993";"";"01.01.1993";"31.01.1993";"";"65";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-10.72";"";"GSF-München";"-80.2";"";"Seibersdorf Research - Arsenal";"10.7";"0.7";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Feb 1993";"";"01.02.1993";"28.02.1993";"";"54";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-14.55";"";"GSF-München";"-103.4";"";"Seibersdorf Research - Arsenal";"16.8";"0.9";"Seibersdorf Research-Arsenal";"10";
"IN70000056";"Kufstein";"Kufstein";"491";"Mär 1993";"";"01.03.1993";"31.03.1993";"";"102";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-12.3";"";"GSF-München";"-90.2";"";"Seibersdorf Research - Arsenal";"11.8";"0.8";"Seibersdorf Research-Arsenal";"10";
"IN70000056";"Kufstein";"Kufstein";"491";"Apr 1993";"";"01.04.1993";"30.04.1993";"";"92";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-9.43";"";"GSF-München";"-66.7";"";"Seibersdorf Research - Arsenal";"21.7";"1.1";"Seibersdorf Research-Arsenal";"10";
"IN70000056";"Kufstein";"Kufstein";"491";"Mai 1993";"";"01.05.1993";"31.05.1993";"";"100";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-8.32";"";"GSF-München";"-60.7";"";"Seibersdorf Research - Arsenal";"29.6";"1.5";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Jun 1993";"";"01.06.1993";"30.06.1993";"";"167";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-6.62";"";"GSF-München";"-46.7";"";"Seibersdorf Research - Arsenal";"24.8";"1.3";"Seibersdorf Research-Arsenal";"10";
"IN70000056";"Kufstein";"Kufstein";"491";"Jul 1993";"";"01.07.1993";"31.07.1993";"";"308";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-7.27";"";"GSF-München";"-50.3";"";"Seibersdorf Research - Arsenal";"19.5";"1.1";"Seibersdorf Research-Arsenal";"5";
"IN70000056";"Kufstein";"Kufstein";"491";"Aug 1993";"";"01.08.1993";"31.08.1993";"";"177";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-7.08";"";"GSF-München";"-48";"";"Seibersdorf Research - Arsenal";"16.1";"0.9";"Seibersdorf Research-Arsenal";"40";
"IN70000056";"Kufstein";"Kufstein";"491";"Sep 1993";"";"01.09.1993";"30.09.1993";"";"142";"ZAMG";"Regen";"";"xxx";"";"";"";"";"-9.605";"";"GSF-München";"-67";"";"Seibersdorf Research - Arsenal";"18.7";"0.9";"Seibersdorf Research-Arsenal";"5";
